8️⃣	keycap: 8	8|eight|keycap|keycap:
💂	guard	buckingham|helmet|london|palace
🔉	speaker medium volume	medium|sound|speaker|volume
👨‍👩‍👧‍👦	family: man, woman, girl, boy	boy|child|family|girl|man|woman|family:|man,|woman,|girl,
🇪🇺	flag: european union	flag|flag:|european|union
🚜	tractor	vehicle
🔕	bell with slash	bell|forbidden|mute|no|not|prohibited|quiet|silent|slash|sound|with
📥	inbox tray	box|email|inbox|letter|mail|receive|tray|zero
🌔	waxing gibbous moon	gibbous|moon|space|waxing
🏙️	cityscape	city
🥨	pretzel	convoluted|twisted
🇲🇾	flag: malaysia	flag|flag:|malaysia
📘	blue book	blue|book|education|fantasy|library|reading
📗	green book	book|education|fantasy|green|library|reading
📜	scroll	paper
♏	scorpio	horoscope|scorpion|scorpius|zodiac
🇧🇴	flag: bolivia	flag|flag:|bolivia
🏜️	desert	
🍘	rice cracker	cracker|food|rice
🛬	airplane arrival	aeroplane|airplane|arrival|arrivals|arriving|landing|plane
🌯	burrito	mexican|wrap
🏗️	building construction	building|construction|crane
🏴󠁧󠁢󠁥󠁮󠁧󠁿	flag: england	flag|flag:|england
🚼	baby symbol	baby|changing|symbol
🏞️	national park	national|park
🔈	speaker low volume	low|soft|sound|speaker|volume
🕰️	mantelpiece clock	clock|mantelpiece|time
🏓	ping pong	ball|bat|game|paddle|ping|pingpong|pong|table|tennis
🇨🇷	flag: costa rica	flag|flag:|costa|rica
👨‍🌾	man farmer	farmer|gardener|man|rancher
🦃	turkey	bird|gobble|thanksgiving
🔦	flashlight	electric|light|tool|torch
🔃	clockwise vertical arrows	arrow|arrows|clockwise|refresh|reload|vertical
🇸🇻	flag: el salvador	flag|flag:|el|salvador
🛳️	passenger ship	passenger|ship
🌘	waning crescent moon	crescent|moon|space|waning
🇧🇩	flag: bangladesh	flag|flag:|bangladesh
🧛	vampire	blood|dracula|fangs|halloween|scary|supernatural|teeth|undead
👩‍❤️‍👩	couple with heart: woman, woman	anniversary|babe|bae|couple|dating|heart|kiss|love|person|relationship|romance|together|woman|you|with|heart:|woman,
🔚	end arrow	arrow|end
🔟	keycap: 10	keycap|keycap:|10
ℹ️	information	i
🛢️	oil drum	drum|oil
🏴󠁧󠁢󠁳󠁣󠁴󠁿	flag: scotland	flag|flag:|scotland
🇸🇩	flag: sudan	flag|flag:|sudan
🔭	telescope	contact|extraterrestrial|science|tool
🇮🇶	flag: iraq	flag|flag:|iraq
🎍	pine decoration	bamboo|celebration|decoration|japanese|pine|plant
🥣	bowl with spoon	bowl|breakfast|cereal|congee|oatmeal|porridge|spoon|with
🌗	last quarter moon	last|moon|quarter|space
↖️	up-left arrow	arrow|direction|intercardinal|northwest|up-left
🎳	bowling	ball|game|sport|strike
👨‍❤️‍💋‍👨	kiss: man, man	anniversary|babe|bae|couple|date|dating|heart|kiss|love|man|mwah|person|romance|together|xoxo|kiss:|man,
👨‍🏫	man teacher	instructor|lecturer|man|professor|teacher
📄	page facing up	document|facing|page|paper|up
🇶🇦	flag: qatar	flag|flag:|qatar
👨‍👩‍👧	family: man, woman, girl	child|family|girl|man|woman|family:|man,|woman,
🎚️	level slider	level|music|slider
🛠️	hammer and wrench	hammer|spanner|tool|wrench|and
🆓	free button	button|free
🇵🇸	flag: palestinian territories	flag|flag:|palestinian|territories
🏛️	classical building	building|classical
♐	sagittarius	archer|horoscope|zodiac
🧦	socks	stocking
🗾	map of japan	japan|map|of
👩‍🌾	woman farmer	farmer|gardener|rancher|woman
🎑	moon viewing ceremony	celebration|ceremony|moon|viewing
🇬🇹	flag: guatemala	flag|flag:|guatemala
🧤	gloves	hand
🧝	elf	elves|enchantment|fantasy|folklore|magic|magical|myth
➿	double curly loop	curl|curly|double|loop
🇻🇳	flag: vietnam	flag|flag:|vietnam
📒	ledger	notebook
♉	taurus	bull|horoscope|ox|zodiac
♓	pisces	fish|horoscope|zodiac
🚭	no smoking	forbidden|no|not|prohibited|smoke|smoking
🔧	wrench	home|improvement|spanner|tool
♌	leo	horoscope|lion|zodiac
↩️	right arrow curving left	arrow|curving|left|right
♒	aquarius	bearer|horoscope|water|zodiac
🏦	bank	building
🈵	japanese “no vacancy” button	button|ideograph|japanese|no|vacancy|“no|vacancy”
🥫	canned food	can|canned|food
🌖	waning gibbous moon	gibbous|moon|space|waning
🛴	kick scooter	kick|scooter
🚖	oncoming taxi	cab|cabbie|cars|drove|hail|oncoming|taxi|yellow
🥙	stuffed flatbread	falafel|flatbread|food|gyro|kebab|stuffed
🛰️	satellite	space
🦏	rhinoceros	animal
🇸🇬	flag: singapore	flag|flag:|singapore
⏺️	record button	button|circle|record
🖍️	crayon	
⛸️	ice skate	ice|skate|skating
📙	orange book	book|education|fantasy|library|orange|reading
👲	person with skullcap	cap|chinese|gua|guapi|hat|mao|person|pi|skullcap|with
🏂	snowboarder	ski|snow|snowboard|sport
*️⃣	keycap: *	keycap|keycap:
🔲	black square button	black|button|geometric|square
🇭🇺	flag: hungary	flag|flag:|hungary
🚐	minibus	bus|drive|van|vehicle
👨‍❤️‍👨	couple with heart: man, man	anniversary|babe|bae|couple|dating|heart|kiss|love|man|person|relationship|romance|together|you|with|heart:|man,
🔇	muted speaker	mute|muted|quiet|silent|sound|speaker
🦔	hedgehog	animal|spiny
🔯	dotted six-pointed star	dotted|fortune|jewish|judaism|six-pointed|star
🚵	person mountain biking	bicycle|bicyclist|bike|biking|cycle|cyclist|mountain|person|riding|sport
🚯	no littering	forbidden|litter|littering|no|not|prohibited
🕛	twelve o'clock	12|12:00|clock|o'clock|time|twelve
📼	videocassette	old|school|tape|vcr|vhs|video
🧓	older person	adult|elderly|grandparent|old|person|wise|older
🎛️	control knobs	control|knobs|music
🇨🇿	flag: czechia	flag|flag:|czechia
🇭🇰	flag: hong kong sar china	flag|flag:|hong|kong|sar|china
💺	seat	chair
👩‍🎤	woman singer	actor|entertainer|rock|rockstar|singer|star|woman
⛲	fountain	
⚛️	atom symbol	atheist|atom|symbol
🕒	three o'clock	3|3:00|clock|o'clock|three|time
📶	antenna bars	antenna|bar|bars|cell|communication|mobile|phone|signal|telephone
🚋	tram car	bus|car|tram|trolley|trolleybus
🇱🇧	flag: lebanon	flag|flag:|lebanon
📠	fax machine	communication|fax|machine
🚇	metro	subway|travel
⏲️	timer clock	clock|timer
⏪	fast reverse button	arrow|button|double|fast|reverse|rewind
🇰🇼	flag: kuwait	flag|flag:|kuwait
🛃	customs	packing
🇭🇳	flag: honduras	flag|flag:|honduras
👨‍✈️	man pilot	man|pilot|plane
📓	notebook	
👩‍👧	family: woman, girl	child|family|girl|woman|family:|woman,
♎	libra	balance|horoscope|justice|scales|zodiac
🏑	field hockey	ball|field|game|hockey|stick
📋	clipboard	do|list|notes
🔼	upwards button	arrow|button|red|up|upwards
🇨🇵	flag: clipperton island	flag|flag:|clipperton|island
🇯🇴	flag: jordan	flag|flag:|jordan
📃	page with curl	curl|document|page|paper|with
🔬	microscope	experiment|lab|science|tool
🇫🇮	flag: finland	flag|flag:|finland
🚥	horizontal traffic light	horizontal|intersection|light|signal|stop|stoplight|traffic
🇱🇰	flag: sri lanka	flag|flag:|sri|lanka
♍	virgo	horoscope|zodiac
🇵🇦	flag: panama	flag|flag:|panama
🇸🇾	flag: syria	flag|flag:|syria
🚾	water closet	bathroom|closet|lavatory|restroom|toilet|water|wc
🇭🇷	flag: croatia	flag|flag:|croatia
🇳🇿	flag: new zealand	flag|flag:|new|zealand
🚍	oncoming bus	bus|cars|oncoming
🏸	badminton	birdie|game|racquet|shuttlecock
🔳	white square button	button|geometric|outlined|square|white
🛂	passport control	control|passport
📵	no mobile phones	cell|forbidden|mobile|no|not|phone|phones|prohibited|telephone
⛑️	rescue worker's helmet	aid|cross|face|hat|helmet|rescue|worker's
🏚️	derelict house	derelict|home|house
🎽	running shirt	athletics|running|sash|shirt
🚰	potable water	drinking|potable|water
🏪	convenience store	24|building|convenience|hours|store
⛷️	skier	ski|snow
👩‍💼	woman office worker	architect|business|manager|office|white-collar|woman|worker
♑	capricorn	goat|horoscope|zodiac
🇨🇲	flag: cameroon	flag|flag:|cameroon
🇱🇾	flag: libya	flag|flag:|libya
⏫	fast up button	arrow|button|double|fast|up
🏣	japanese post office	building|japanese|office|post
🚉	station	railway|train
🛅	left luggage	baggage|case|left|locker|luggage
⚕️	medical symbol	aesculapius|medical|medicine|staff|symbol
⛴️	ferry	boat|passenger
👁️‍🗨️	eye in speech bubble	balloon|bubble|eye|speech|witness|in
🏧	atm sign	atm|automated|bank|cash|money|sign|teller
◻️	white medium square	geometric|medium|square|white
👩‍🔬	woman scientist	biologist|chemist|engineer|mathematician|physicist|scientist|woman
⏹️	stop button	button|square|stop
🇷🇴	flag: romania	flag|flag:|romania
👩‍👦	family: woman, boy	boy|child|family|woman|family:|woman,
⬜	white large square	geometric|large|square|white
#️⃣	keycap: #	keycap|keycap:
🇦🇱	flag: albania	flag|flag:|albania
🇹🇼	flag: taiwan	flag|flag:|taiwan
🛣️	motorway	highway|road
🏤	post office	building|european|office|post
🛄	baggage claim	arrived|baggage|bags|case|checked|claim|journey|packing|plane|ready|travel|trip
🇮🇸	flag: iceland	flag|flag:|iceland
🏬	department store	building|department|store
👨‍🎤	man singer	actor|entertainer|man|rock|rockstar|singer|star
🕐	one o'clock	1|1:00|clock|o'clock|one|time
🎦	cinema	camera|film|movie
👨‍💼	man office worker	architect|business|man|manager|office|white-collar|worker
💹	chart increasing with yen	bank|chart|currency|graph|growth|increasing|market|money|rise|trend|upward|yen|with
☸️	wheel of dharma	buddhist|dharma|religion|wheel|of
📴	mobile phone off	cell|mobile|off|phone|telephone
📐	triangular ruler	angle|math|rule|ruler|set|slide|triangle|triangular
🖱️	computer mouse	computer|mouse
🇭🇹	flag: haiti	flag|flag:|haiti
🇸🇳	flag: senegal	flag|flag:|senegal
🔩	nut and bolt	bolt|home|improvement|nut|tool|and
🈲	japanese “prohibited” button	button|ideograph|japanese|prohibited|“prohibited”
🎴	flower playing cards	card|cards|flower|game|japanese|playing
📳	vibration mode	cell|communication|mobile|mode|phone|telephone|vibration
☦️	orthodox cross	christian|cross|orthodox|religion
🚆	train	arrived|choo|railway
📁	file folder	file|folder
📔	notebook with decorative cover	book|cover|decorated|decorative|education|notebook|school|writing|with
🇦🇫	flag: afghanistan	flag|flag:|afghanistan
👩‍🎨	woman artist	artist|palette|woman
🕑	two o'clock	2|2:00|clock|o'clock|time|two
🚸	children crossing	child|children|crossing|pedestrian|traffic
🧣	scarf	bundle|cold|neck|up
👨‍🚀	man astronaut	astronaut|man|rocket|space
🇧🇭	flag: bahrain	flag|flag:|bahrain
🏭	factory	building
🏺	amphora	aquarius|cooking|drink|jug|tool|weapon|zodiac
🇬🇳	flag: guinea	flag|flag:|guinea
🤽	person playing water polo	person|playing|polo|sport|swimming|water|waterpolo
🛥️	motor boat	boat|motor|motorboat
🇲🇱	flag: mali	flag|flag:|mali
🌁	foggy	fog
🤶	mrs. claus	celebration|christmas|claus|fairy|fantasy|holiday|merry|mother|mrs|santa|tale|xmas|mrs.
🇦🇿	flag: azerbaijan	flag|flag:|azerbaijan
💽	computer disk	computer|disk|minidisk|optical
🇦🇴	flag: angola	flag|flag:|angola
🚎	trolleybus	bus|tram|trolley
🇮🇷	flag: iran	flag|flag:|iran
🇳🇵	flag: nepal	flag|flag:|nepal
🗒️	spiral notepad	note|notepad|pad|spiral
🇨🇩	flag: congo - kinshasa	flag|flag:|congo|kinshasa
🛋️	couch and lamp	couch|hotel|lamp|and
⌨️	keyboard	computer
🆎	ab button (blood type)	ab|blood|button|type|(blood|type)
🧗	person climbing	climb|climber|climbing|mountain|person|rock|scale|up
🧥	coat	brr|bundle|cold|jacket|up
🇰🇪	flag: kenya	flag|flag:|kenya
🛶	canoe	boat
📑	bookmark tabs	bookmark|mark|marker|tabs
👝	clutch bag	bag|clothes|clothing|clutch|dress|handbag|pouch|purse
🇦🇲	flag: armenia	flag|flag:|armenia
⏯️	play or pause button	arrow|button|pause|play|right|triangle|or
🇬🇪	flag: georgia	flag|flag:|georgia
💱	currency exchange	bank|currency|exchange|money
👨‍🎨	man artist	artist|man|palette
🇧🇬	flag: bulgaria	flag|flag:|bulgaria
🇪🇦	flag: ceuta & melilla	flag|flag:|ceuta|melilla
👩‍⚖️	woman judge	judge|justice|law|scales|woman
🕓	four o'clock	4|4:00|clock|four|o'clock|time
👩‍🚀	woman astronaut	astronaut|rocket|space|woman
🚞	mountain railway	car|mountain|railway|trip
👨‍🚒	man firefighter	fire|firefighter|firetruck|man
🆖	ng button	button|ng
🔀	shuffle tracks button	arrow|button|crossed|shuffle|tracks
👨‍🔬	man scientist	biologist|chemist|engineer|man|mathematician|physicist|scientist
👨‍⚖️	man judge	judge|justice|law|man|scales
👨‍👩‍👦‍👦	family: man, woman, boy, boy	boy|child|family|man|woman|family:|man,|woman,|boy,
🏴󠁧󠁢󠁷󠁬󠁳󠁿	flag: wales	flag|flag:|wales
🥠	fortune cookie	cookie|fortune|prophecy
🚳	no bicycles	bicycle|bicycles|bike|forbidden|no|not|prohibited
🇧🇯	flag: benin	flag|flag:|benin
🇲🇬	flag: madagascar	flag|flag:|madagascar
🇪🇪	flag: estonia	flag|flag:|estonia
⏭️	next track button	arrow|button|next|scene|track|triangle
🕎	menorah	candelabrum|candlestick|hanukkah|jewish|judaism|religion
🈚	japanese “free of charge” button	button|charge|free|ideograph|japanese|“free|of|charge”
🚡	aerial tramway	aerial|cable|car|gondola|ropeway|tramway
🕕	six o'clock	6|6:00|clock|o'clock|six|time
🇷🇸	flag: serbia	flag|flag:|serbia
🉑	japanese “acceptable” button	acceptable|button|ideograph|japanese|“acceptable”
📂	open file folder	file|folder|open
🇹🇿	flag: tanzania	flag|flag:|tanzania
📫	closed mailbox with raised flag	closed|communication|flag|mail|mailbox|postbox|raised|with
🕘	nine o'clock	9|9:00|clock|nine|o'clock|time
🚊	tram	trolleybus
🚈	light rail	arrived|light|monorail|rail|railway
🔂	repeat single button	arrow|button|clockwise|once|repeat|single
➗	divide	÷|division|heavy|math|sign
🕗	eight o'clock	8|8:00|clock|eight|o'clock|time
👨‍👩‍👧‍👧	family: man, woman, girl, girl	child|family|girl|man|woman|family:|man,|woman,|girl,
🈹	japanese “discount” button	button|discount|ideograph|japanese|“discount”
🇱🇺	flag: luxembourg	flag|flag:|luxembourg
🛤️	railway track	railway|track|train
🇺🇬	flag: uganda	flag|flag:|uganda
🕖	seven o'clock	0|7|7:00|clock|o'clock|seven
🈴	japanese “passing grade” button	button|grade|ideograph|japanese|passing|“passing|grade”
👨‍🔧	man mechanic	electrician|man|mechanic|plumber|tradesperson
🔏	locked with pen	ink|lock|locked|nib|pen|privacy|with
🇧🇼	flag: botswana	flag|flag:|botswana
🚷	no pedestrians	forbidden|no|not|pedestrian|pedestrians|prohibited
🇲🇰	flag: north macedonia	flag|flag:|north|macedonia
🇱🇻	flag: latvia	flag|flag:|latvia
🕙	ten o'clock	0|10|10:00|clock|o'clock|ten
🇹🇹	flag: trinidad & tobago	flag|flag:|trinidad|tobago
🇱🇹	flag: lithuania	flag|flag:|lithuania
👩‍❤️‍💋‍👨	kiss: woman, man	anniversary|babe|bae|couple|date|dating|heart|kiss|love|man|mwah|person|romance|together|woman|xoxo|kiss:|woman,
👨‍👧	family: man, girl	child|family|girl|man|family:|man,
📟	pager	communication
👩‍✈️	woman pilot	pilot|plane|woman
⏸️	pause button	bar|button|double|pause|vertical
👩‍🚒	woman firefighter	fire|firefighter|firetruck|woman
🇿🇼	flag: zimbabwe	flag|flag:|zimbabwe
🥡	takeout box	box|chopsticks|delivery|food|oyster|pail|takeout
🇸🇰	flag: slovakia	flag|flag:|slovakia
🕔	five o'clock	5|5:00|clock|five|o'clock|time
🇴🇲	flag: oman	flag|flag:|oman
💾	floppy disk	computer|disk|floppy
📤	outbox tray	box|email|letter|mail|outbox|sent|tray
⚗️	alembic	chemistry|tool
🔠	input latin uppercase	abcd|input|latin|letters|uppercase
🚝	monorail	vehicle
🆑	cl button	button|cl
🇲🇲	flag: myanmar (burma)	flag|flag:|myanmar|(burma)
👨‍👦	family: man, boy	boy|child|family|man|family:|man,
🇲🇹	flag: malta	flag|flag:|malta
🕚	eleven o'clock	11|11:00|clock|eleven|o'clock|time
🇧🇦	flag: bosnia & herzegovina	flag|flag:|bosnia|herzegovina
👩‍👧‍👦	family: woman, girl, boy	boy|child|family|girl|woman|family:|woman,|girl,
🎿	skis	ski|snow|sport
🔤	input latin letters	abc|alphabet|input|latin|letters
🈶	japanese “not free of charge” button	button|charge|free|ideograph|japanese|not|“not|of|charge”
🚱	non-potable water	dry|non-drinking|non-potable|prohibited|water
🚏	bus stop	bus|busstop|stop
🇳🇪	flag: niger	flag|flag:|niger
👩‍🔧	woman mechanic	electrician|mechanic|plumber|tradesperson|woman
🇧🇸	flag: bahamas	flag|flag:|bahamas
🕍	synagogue	jew|jewish|judaism|religion|temple
🇰🇭	flag: cambodia	flag|flag:|cambodia
🔢	input numbers	1234|input|numbers
🇨🇾	flag: cyprus	flag|flag:|cyprus
📭	open mailbox with lowered flag	flag|lowered|mail|mailbox|open|postbox|with
📪	closed mailbox with lowered flag	closed|flag|lowered|mail|mailbox|postbox|with
🈳	japanese “vacancy” button	button|ideograph|japanese|vacancy|“vacancy”
🇲🇷	flag: mauritania	flag|flag:|mauritania
👩‍❤️‍👨	couple with heart: woman, man	anniversary|babe|bae|couple|dating|heart|kiss|love|man|person|relationship|romance|together|woman|you|with|heart:|woman,
👩‍👩‍👧	family: woman, woman, girl	child|family|girl|woman|family:|woman,
🇰🇿	flag: kazakhstan	flag|flag:|kazakhstan
🖨️	printer	computer
⏮️	last track button	arrow|button|last|previous|scene|track|triangle
🇬🇾	flag: guyana	flag|flag:|guyana
🇸🇮	flag: slovenia	flag|flag:|slovenia
🇧🇾	flag: belarus	flag|flag:|belarus
🇸🇴	flag: somalia	flag|flag:|somalia
🕠	five-thirty	30|5|5:30|clock|five|thirty|time
🇦🇼	flag: aruba	flag|flag:|aruba
🖲️	trackball	computer
⚱️	funeral urn	ashes|death|funeral|urn
🇲🇪	flag: montenegro	flag|flag:|montenegro
🇿🇲	flag: zambia	flag|flag:|zambia
🇧🇧	flag: barbados	flag|flag:|barbados
🇹🇯	flag: tajikistan	flag|flag:|tajikistan
🇨🇬	flag: congo - brazzaville	flag|flag:|congo|brazzaville
🇺🇿	flag: uzbekistan	flag|flag:|uzbekistan
🇸🇱	flag: sierra leone	flag|flag:|sierra|leone
🇳🇦	flag: namibia	flag|flag:|namibia
🚟	suspension railway	railway|suspension
🇧🇮	flag: burundi	flag|flag:|burundi
🇽🇰	flag: kosovo	flag|flag:|kosovo
🇦🇮	flag: anguilla	flag|flag:|anguilla
🇪🇹	flag: ethiopia	flag|flag:|ethiopia
👩‍👩‍👧‍👧	family: woman, woman, girl, girl	child|family|girl|woman|family:|woman,|girl,
🇦🇬	flag: antigua & barbuda	flag|flag:|antigua|barbuda
👨‍🏭	man factory worker	assembly|factory|industrial|man|worker
👩‍👧‍👧	family: woman, girl, girl	child|family|girl|woman|family:|woman,|girl,
👨‍👨‍👧‍👧	family: man, man, girl, girl	child|family|girl|man|family:|man,|girl,
🈯	japanese “reserved” button	button|ideograph|japanese|reserved|“reserved”
🚠	mountain cableway	cable|cableway|gondola|lift|mountain|ski
🕟	four-thirty	30|4|4:30|clock|four|thirty|time
👨‍👨‍👦‍👦	family: man, man, boy, boy	boy|child|family|man|family:|man,|boy,
👩‍👩‍👧‍👦	family: woman, woman, girl, boy	boy|child|family|girl|woman|family:|woman,|girl,
🇷🇼	flag: rwanda	flag|flag:|rwanda
🇦🇽	flag: åland islands	flag|flag:|åland|islands
👩‍👦‍👦	family: woman, boy, boy	boy|child|family|woman|family:|woman,|boy,
🇫🇯	flag: fiji	flag|flag:|fiji
🥌	curling stone	curling|game|rock|stone
🇦🇸	flag: american samoa	flag|flag:|american|samoa
🇹🇩	flag: chad	flag|flag:|chad
👨‍👧‍👦	family: man, girl, boy	boy|child|family|girl|man|family:|man,|girl,
🇦🇩	flag: andorra	flag|flag:|andorra
🇬🇲	flag: gambia	flag|flag:|gambia
🇬🇦	flag: gabon	flag|flag:|gabon
🗂️	card index dividers	card|dividers|index
🇧🇲	flag: bermuda	flag|flag:|bermuda
👩‍🏭	woman factory worker	assembly|factory|industrial|woman|worker
🕝	two-thirty	2|2:30|30|clock|thirty|time|two
🕦	eleven-thirty	11|11:30|30|clock|eleven|thirty|time
🕢	seven-thirty	30|7|7:30|clock|seven|thirty
🕜	one-thirty	1|1:30|30|clock|one|thirty|time
🇲🇳	flag: mongolia	flag|flag:|mongolia
🇹🇬	flag: togo	flag|flag:|togo
🕤	nine-thirty	30|9|9:30|clock|nine|thirty|time
🇲🇿	flag: mozambique	flag|flag:|mozambique
👨‍👨‍👦	family: man, man, boy	boy|child|family|man|family:|man,
🈂️	japanese “service charge” button	button|charge|japanese|katakana|service|“service|charge”
🇬🇼	flag: guinea-bissau	flag|flag:|guinea-bissau
🇧🇳	flag: brunei	flag|flag:|brunei
🇲🇻	flag: maldives	flag|flag:|maldives
🕧	twelve-thirty	12|12:30|30|clock|thirty|time|twelve
🇲🇴	flag: macao sar china	flag|flag:|macao|sar|china
🕡	six-thirty	30|6|6:30|clock|six|thirty
⛎	ophiuchus	bearer|serpent|snake|zodiac
🇹🇴	flag: tonga	flag|flag:|tonga
🕣	eight-thirty	30|8|8:30|clock|eight|thirty|time
👨‍👨‍👧‍👦	family: man, man, girl, boy	boy|child|family|girl|man|family:|man,|girl,
🇪🇷	flag: eritrea	flag|flag:|eritrea
🇦🇨	flag: ascension island	flag|flag:|ascension|island
🇰🇬	flag: kyrgyzstan	flag|flag:|kyrgyzstan
🇦🇶	flag: antarctica	flag|flag:|antarctica
🇨🇻	flag: cape verde	flag|flag:|cape|verde
🇧🇫	flag: burkina faso	flag|flag:|burkina|faso
🇰🇵	flag: north korea	flag|flag:|north|korea
👨‍👦‍👦	family: man, boy, boy	boy|child|family|man|family:|man,|boy,
🕥	ten-thirty	10|10:30|30|clock|ten|thirty|time
🇲🇩	flag: moldova	flag|flag:|moldova
🇮🇨	flag: canary islands	flag|flag:|canary|islands
🇻🇦	flag: vatican city	flag|flag:|vatican|city
🇬🇩	flag: grenada	flag|flag:|grenada
🇮🇲	flag: isle of man	flag|flag:|isle|of|man
👩‍👩‍👦‍👦	family: woman, woman, boy, boy	boy|child|family|woman|family:|woman,|boy,
🇲🇫	flag: st. martin	flag|flag:|st.|martin
📇	card index	card|index|old|rolodex|school
🈺	japanese “open for business” button	business|button|ideograph|japanese|open|“open|for|business”
🇱🇦	flag: laos	flag|flag:|laos
🛷	sled	luge|sledge|sleigh|snow|toboggan
🕞	three-thirty	3|3:30|30|clock|thirty|three|time
🇲🇼	flag: malawi	flag|flag:|malawi
👩‍👩‍👦	family: woman, woman, boy	boy|child|family|woman|family:|woman,
👨‍👨‍👧	family: man, man, girl	child|family|girl|man|family:|man,
🈷️	japanese “monthly amount” button	amount|button|ideograph|japanese|monthly|“monthly|amount”
👨‍👧‍👧	family: man, girl, girl	child|family|girl|man|family:|man,|girl,
🇺🇳	flag: united nations	flag|flag:|united|nations
🗃️	card file box	box|card|file
🇱🇸	flag: lesotho	flag|flag:|lesotho
🗜️	clamp	compress|tool|vice
🇬🇺	flag: guam	flag|flag:|guam
🇧🇻	flag: bouvet island	flag|flag:|bouvet|island
🔡	input latin lowercase	abcd|input|latin|letters|lowercase
🇫🇴	flag: faroe islands	flag|flag:|faroe|islands
🇲🇺	flag: mauritius	flag|flag:|mauritius
🇵🇬	flag: papua new guinea	flag|flag:|papua|new|guinea
🇨🇼	flag: curaçao	flag|flag:|curaçao
🇬🇬	flag: guernsey	flag|flag:|guernsey
🈁	japanese “here” button	button|here|japanese|katakana|“here”
🔣	input symbols	&|%|♪|〒|input|symbols
🇼🇸	flag: samoa	flag|flag:|samoa
🇸🇷	flag: suriname	flag|flag:|suriname
🇹🇲	flag: turkmenistan	flag|flag:|turkmenistan
🇸🇸	flag: south sudan	flag|flag:|south|sudan
🗄️	file cabinet	cabinet|file|filing|paper
🇧🇹	flag: bhutan	flag|flag:|bhutan
🇸🇽	flag: sint maarten	flag|flag:|sint|maarten
🇰🇲	flag: comoros	flag|flag:|comoros
🈸	japanese “application” button	application|button|ideograph|japanese|“application”
🇩🇲	flag: dominica	flag|flag:|dominica
🇪🇭	flag: western sahara	flag|flag:|western|sahara
🇧🇿	flag: belize	flag|flag:|belize
🇻🇮	flag: u.s. virgin islands	flag|flag:|u.s.|virgin|islands
🇬🇫	flag: french guiana	flag|flag:|french|guiana
🇸🇲	flag: san marino	flag|flag:|san|marino
🇩🇯	flag: djibouti	flag|flag:|djibouti
🇹🇨	flag: turks & caicos islands	flag|flag:|turks|caicos|islands
🇱🇨	flag: st. lucia	flag|flag:|st.|lucia
🇻🇺	flag: vanuatu	flag|flag:|vanuatu
🇵🇫	flag: french polynesia	flag|flag:|french|polynesia
🇬🇮	flag: gibraltar	flag|flag:|gibraltar
🇸🇨	flag: seychelles	flag|flag:|seychelles
🇰🇳	flag: st. kitts & nevis	flag|flag:|st.|kitts|nevis
🇯🇪	flag: jersey	flag|flag:|jersey
🇲🇶	flag: martinique	flag|flag:|martinique
👨‍👩‍👦	family: man, woman, boy	boy|child|family|man|woman|family:|man,|woman,
🇷🇪	flag: réunion	flag|flag:|réunion
🇸🇿	flag: eswatini	flag|flag:|eswatini
🇰🇾	flag: cayman islands	flag|flag:|cayman|islands
⏏️	eject button	button|eject
🇻🇨	flag: st. vincent & grenadines	flag|flag:|st.|vincent|grenadines
🇻🇬	flag: british virgin islands	flag|flag:|british|virgin|islands
🇱🇮	flag: liechtenstein	flag|flag:|liechtenstein
🇨🇨	flag: cocos (keeling) islands	flag|flag:|cocos|(keeling)|islands
🇨🇫	flag: central african republic	flag|flag:|central|african|republic
🇸🇹	flag: são tomé & príncipe	flag|flag:|são|tomé|príncipe
🇬🇱	flag: greenland	flag|flag:|greenland
🇵🇼	flag: palau	flag|flag:|palau
🇬🇵	flag: guadeloupe	flag|flag:|guadeloupe
🇭🇲	flag: heard island & mcdonald islands	flag|flag:|heard|island|mcdonald|islands
🇨🇰	flag: cook islands	flag|flag:|cook|islands
🇫🇰	flag: falkland islands	flag|flag:|falkland|islands
🇵🇳	flag: pitcairn islands	flag|flag:|pitcairn|islands
🇳🇫	flag: norfolk island	flag|flag:|norfolk|island
🇸🇧	flag: solomon islands	flag|flag:|solomon|islands
🇹🇱	flag: timor-leste	flag|flag:|timor-leste
🇫🇲	flag: micronesia	flag|flag:|micronesia
🇮🇴	flag: british indian ocean territory	flag|flag:|british|indian|ocean|territory
🇲🇭	flag: marshall islands	flag|flag:|marshall|islands
🇬🇶	flag: equatorial guinea	flag|flag:|equatorial|guinea
🇹🇰	flag: tokelau	flag|flag:|tokelau
🫠	melting face	disappear|dissolve|embarrassed|face|haha|heat|hot|liquid|lol|melt|melting|sarcasm|sarcastic
🥰	smiling face with hearts	3|adore|crush|face|heart|hearts|ily|love|romance|smile|smiling|you|with
🥲	smiling face with tear	face|glad|grateful|happy|joy|pain|proud|relieved|smile|smiley|smiling|tear|touched|with
🫢	face with open eyes and hand over mouth	amazement|awe|disbelief|embarrass|eyes|face|gasp|hand|mouth|omg|open|over|quiet|scared|shock|surprise|with|and
🫣	face with peeking eye	captivated|embarrass|eye|face|hide|hiding|peek|peeking|peep|scared|shy|stare|with
🫡	saluting face	face|good|luck|ma'am|ok|respect|salute|saluting|sir|troops|yes
🫥	dotted line face	depressed|disappear|dotted|face|hidden|hide|introvert|invisible|line|meh|whatever|wtv
😶‍🌫️	face in clouds	absentminded|clouds|face|fog|head|in
